"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","HEALTHEXP","TOT","USD_CAP","A","2012",2431.003,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2013",2495.279,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2014",2499.108,"B"
"SVN","HEALTHEXP","TOT","USD_CAP","A","2015",2579.281,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2016",2738.221,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2017",2832.649,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2018",3045.106,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2019",3221.895,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2020",3474.147,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2021",3737.422,"P"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2011",1178.694,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2012",1222.604,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2013",1299.214,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2014",1376.439,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2015",1360.799,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2016",1339.996,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2017",1391.372,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2018",1437.449,
"BRA","HEALTHEXP","TOT","USD_CAP","A","2019",1497.734,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2011",438.725,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2012",508.815,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2013",561.66,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2014",595.513,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2015",635.149,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2016",668.096,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2017",730.375,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2018",810.568,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2019",894.357,
"COL","HEALTHEXP","TOT","USD_CAP","A","2011",791.69,
"COL","HEALTHEXP","TOT","USD_CAP","A","2012",838.282,
"COL","HEALTHEXP","TOT","USD_CAP","A","2013",925.428,
"COL","HEALTHEXP","TOT","USD_CAP","A","2014",987.342,
"COL","HEALTHEXP","TOT","USD_CAP","A","2015",1035.02,
"COL","HEALTHEXP","TOT","USD_CAP","A","2016",1101.628,
"COL","HEALTHEXP","TOT","USD_CAP","A","2017",1139.442,
"COL","HEALTHEXP","TOT","USD_CAP","A","2018",1191.885,
"COL","HEALTHEXP","TOT","USD_CAP","A","2019",1293.363,
"COL","HEALTHEXP","TOT","USD_CAP","A","2020",1335.877,
"IND","HEALTHEXP","TOT","USD_CAP","A","2011",159.858,
"IND","HEALTHEXP","TOT","USD_CAP","A","2012",178.642,
"IND","HEALTHEXP","TOT","USD_CAP","A","2013",208.145,
"IND","HEALTHEXP","TOT","USD_CAP","A","2014",208.864,
"IND","HEALTHEXP","TOT","USD_CAP","A","2015",216.051,
"IND","HEALTHEXP","TOT","USD_CAP","A","2016",224.324,
"IND","HEALTHEXP","TOT","USD_CAP","A","2017",197.698,
"IND","HEALTHEXP","TOT","USD_CAP","A","2018",214.59,
"IND","HEALTHEXP","TOT","USD_CAP","A","2019",230.721,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2010",1076.166,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2011",1077.551,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2012",1156.188,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2013",1229.696,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2014",1286.482,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2015",1404.655,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2016",1613.805,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2017",1676.419,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2018",1860.969,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2019",2025.57,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2020",2227.896,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2010",1371.705,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2011",1484.747,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2012",1568.003,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2013",1662.584,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2014",1781.682,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2015",1917.088,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2016",2097.796,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2017",2230.97,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2018",2396.809,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2019",2682.067,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2020",2881.844,"P"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2021",3309.029,"P"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2011",1176.161,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2012",1218.357,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2013",1238.096,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2014",1312.446,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2015",1382.59,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2016",1413.267,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2017",1445.438,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2018",1529.721,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2019",1556.168,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2020",1617.823,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2010",1032.738,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2011",1137.566,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2012",1256.272,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2013",1239.463,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2014",1408.178,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2015",1436.623,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2016",1598.353,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2017",1692.697,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2018",1766.905,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2019",1795.621,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2020",2122.982,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2010",1561.989,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2011",1504.647,"B"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2012",1548.451,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2013",1377.133,"B"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2014",1442.054,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2015",1522.745,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2016",1675.374,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2017",1762.651,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2018",1882.165,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2019",1957.096,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2020",2079.502,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2010",2074.744,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2011",2022.696,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2012",1990.17,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2013",2017.033,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2014",2028.17,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2015",2085.298,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2016",2287.422,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2017",2415.264,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2018",2615.209,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2019",2717.585,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2020",2966.243,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2017",3654.163,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2018",3771.991,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2019",4154.131,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2010",979.114,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2011",833.247,"B"
"ROU","HEALTHEXP","TOT","USD_CAP","A","2012",889.511,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2013",1035.048,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2014",1047.796,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2015",1087.328,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2016",1250.961,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2017",1413.858,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2018",1659.316,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2019",1844.269,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2020",2051.588,
